l1,l2,l3,l4,l5
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48320000-7 Пакети програмного забезпечення для роботи з графікою та зображеннями,48325000-2 Пакети програмного забезпечення для створення форм бланків,
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48320000-7 Пакети програмного забезпечення для роботи з графікою та зображеннями,48326000-9 Пакети картографічного програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48320000-7 Пакети програмного забезпечення для роботи з графікою та зображеннями,48327000-6 Пакети програмного забезпечення для креслення та малювання,
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48320000-7 Пакети програмного забезпечення для роботи з графікою та зображеннями,48328000-3 Пакети програмного забезпечення для обробки зображень,
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48320000-7 Пакети програмного забезпечення для роботи з графікою та зображеннями,48329000-0 Системи обробки зображень та архівування,
48000000-8 Пакети програмного забезпечення та інформаційні системи,"48300000-1 Пакети програмного забезпечення для роботи з документами, графікою, зображеннями, планування часу та офісного програмного забезпечення",48330000-0 Пакети програмного забезпечення для планування часу та офісного програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48410000-5 Пакети програмного забезпечення для управління інвестиціями та підготовки податкової звітності,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48410000-5 Пакети програмного забезпечення для управління інвестиціями та підготовки податкової звітності,48412000-9 Пакети програмного забезпечення для підготовки податкової звітності,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48420000-8 Пакети програмного забезпечення для адміністративно-господарського управління та пакети утиліт для розробки програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48420000-8 Пакети програмного забезпечення для адміністративно-господарського управління та пакети утиліт для розробки програмного забезпечення,48421000-5 Пакети програмного забезпечення для адміністративно-господарського управління,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48430000-1 Пакети програмного забезпечення для управління матеріально-технічними ресурсами,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48441000-1 Пакети програмного забезпечення для фінансового аналізу,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48442000-8 Пакети програмного забезпечення для фінансових систем,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48443000-5 Пакети програмного забезпечення для бухгалтерського обліку,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48444000-2 Системи бухгалтерського обліку,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48444000-2 Системи бухгалтерського обліку,48444100-3 Білінгові системи
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48440000-4 Пакети програмного забезпечення для фінансового аналізу та бухгалтерського обліку,48445000-9 Пакети програмного забезпечення для управління відносинами з клієнтами,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48450000-7 Пакети програмного забезпечення для обліку часу чи людських ресурсів,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,"48460000-0 Пакети аналітичного, наукового, математичного чи прогнозувального програмного забезпечення",,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,"48460000-0 Пакети аналітичного, наукового, математичного чи прогнозувального програмного забезпечення",48461000-7 Пакети аналітичного чи наукового програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,"48460000-0 Пакети аналітичного, наукового, математичного чи прогнозувального програмного забезпечення",48462000-4 Пакети математичного чи прогнозувального програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,"48460000-0 Пакети аналітичного, наукового, математичного чи прогнозувального програмного забезпечення",48463000-1 Пакети статистичного програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48470000-3 Пакети програмного забезпечення для проведення аукціонів,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48480000-6 Пакети програмного забезпечення для продажу та реалізації продукції і бізнес-аналітики,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48480000-6 Пакети програмного забезпечення для продажу та реалізації продукції і бізнес-аналітики,48481000-3 Пакети програмного забезпечення для продажу чи реалізації продукції,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48480000-6 Пакети програмного забезпечення для продажу та реалізації продукції і бізнес-аналітики,48482000-0 Пакети програмного забезпечення для бізнес-аналітики,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48400000-2 Пакети програмного забезпечення для управління діловими операціями та електронних особистих органайзерів,48490000-9 Пакети закупівельного програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48511000-3 Пакети програмного забезпечення для відображення повідомлень на робочому столі,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48512000-0 Пакети програмного забезпечення для систем інтерактивної голосової відповіді,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48513000-7 Пакети програмного забезпечення для модемів,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48514000-4 Пакети програмного забезпечення для роботи з віддаленим доступом,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48515000-1 Пакети програмного забезпечення для відеоконференцій,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48516000-8 Пакети програмного забезпечення для обміну інформацією,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48517000-5 Пакети програмного забезпечення для роботи з інформаційними технологіями,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48510000-6 Пакети комунікаційного програмного забезпечення,48519000-9 Пакети програмного забезпечення для керування пам’яттю,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48520000-9 Пакети мультимедійного програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48500000-3 Пакети комунікаційного та мультимедійного програмного забезпечення,48520000-9 Пакети мультимедійного програмного забезпечення,48521000-6 Пакети програмного забезпечення для редагування музики чи звуку,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48610000-7 Системи баз даних,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48610000-7 Системи баз даних,48611000-4 Пакети програмного забезпечення для баз даних,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48610000-7 Системи баз даних,48612000-1 Системи керування базами даних,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48610000-7 Системи баз даних,48613000-8 Електронні системи управління даними,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48610000-7 Системи баз даних,48614000-5 Системи збору даних,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48620000-0 Операційні системи,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48620000-0 Операційні системи,48624000-8 Пакети програмного забезпечення для операційних систем для персональних комп’ютерів,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48620000-0 Операційні системи,48625000-5 Операційні системи для відкритих систем,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48600000-4 Пакети програмного забезпечення для баз даних та операційних систем,48620000-0 Операційні системи,48626000-2 Пакети програмного забезпечення для кластеризації,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48710000-8 Пакети програмного забезпечення для резервного копіювання чи відновлення даних,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48730000-4 Пакети програмного забезпечення для забезпечення безпеки,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48730000-4 Пакети програмного забезпечення для забезпечення безпеки,48731000-1 Пакети програмного забезпечення для захисту файлів,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48730000-4 Пакети програмного забезпечення для забезпечення безпеки,48732000-8 Пакети програмного забезпечення для захисту даних,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48740000-7 Пакети перекладацького програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48750000-0 Пакети програмного забезпечення для запису на носії інформації,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48760000-3 Пакети програмного забезпечення для захисту від вірусів,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48760000-3 Пакети програмного забезпечення для захисту від вірусів,48761000-0 Пакети антивірусного програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48770000-6 Пакети службового програмного забезпечення загального призначення, для стиснення даних та друку",,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48770000-6 Пакети службового програмного забезпечення загального призначення, для стиснення даних та друку",48771000-3 Пакети службового програмного забезпечення загального призначення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48770000-6 Пакети службового програмного забезпечення загального призначення, для стиснення даних та друку",48773000-7 Пакети службового програмного забезпечення для друку,48773100-8 Пакети програмного забезпечення для виведення документів на друк
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48780000-9 Пакети програмного забезпечення для управління системами, запам’ятовувальними пристроями та контентом",,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48780000-9 Пакети програмного забезпечення для управління системами, запам’ятовувальними пристроями та контентом",48781000-6 Пакети програмного забезпечення для управління системами,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48780000-9 Пакети програмного забезпечення для управління системами, запам’ятовувальними пристроями та контентом",48782000-3 Пакети програмного забезпечення для управління запам’ятовувальними пристроями,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,"48780000-9 Пакети програмного забезпечення для управління системами, запам’ятовувальними пристроями та контентом",48783000-0 Пакети програмного забезпечення для управління контентом,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48700000-5 Утиліти для розробки програмного забезпечення,48790000-2 Пакети програмного забезпечення для перевірки версій,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48811000-6 Системи електронної пошти,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48812000-3 Фінансові інформаційні системи,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48813000-0 Пасажирські інформаційні системи,48813100-1 Електронні інформаційні стенди
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48814000-7 Медичні інформаційні системи,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48814000-7 Медичні інформаційні системи,48814100-8 Інформаційні системи у сфері догляду за пацієнтами
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48814000-7 Медичні інформаційні системи,48814200-9 Системи обліку пацієнтів
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48810000-9 Інформаційні системи,48814000-7 Медичні інформаційні системи,48814400-1 Клінічні інформаційні системи
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48820000-2 Сервери,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48820000-2 Сервери,48821000-9 Мережеві сервери,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48820000-2 Сервери,48822000-6 Комп’ютерні сервери,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48820000-2 Сервери,48823000-3 Файлові сервери,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48800000-6 Інформаційні системи та сервери,48820000-2 Сервери,48825000-7 Веб-сервери,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,"48910000-0 Пакети програмного забезпечення для створення комп’ютерних ігор, побудови генеалогічного дерева та створення екранних заставок",,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48920000-3 Пакети програмного забезпечення для автоматизації офісу,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48920000-3 Пакети програмного забезпечення для автоматизації офісу,48921000-0 Системи автоматизації,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48930000-6 Пакети навчального та розважального програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48930000-6 Пакети навчального та розважального програмного забезпечення,48931000-3 Пакети навчального програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48940000-9 Пакети програмного забезпечення для створення шаблонів і календарів,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48940000-9 Пакети програмного забезпечення для створення шаблонів і календарів,48941000-6 Пакети програмного забезпечення для створення шаблонів,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48950000-2 Системи визначення координат місцезнаходження суден та системи гучномовного зв’язку,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48950000-2 Системи визначення координат місцезнаходження суден та системи гучномовного зв’язку,48951000-9 Системи визначення координат місцезнаходження суден,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48950000-2 Системи визначення координат місцезнаходження суден та системи гучномовного зв’язку,48952000-6 Системи гучномовного зв’язку,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48960000-5 Пакети драйверів і системного програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48970000-8 Пакети типографського програмного забезпечення,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48970000-8 Пакети типографського програмного забезпечення,48972000-2 Пакети програмного забезпечення для створення дизайну етикеток,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48980000-1 Мови та засоби програмування,,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48980000-1 Мови та засоби програмування,48981000-8 Пакети компілювального програмного забезпечення,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48980000-1 Мови та засоби програмування,48982000-5 Пакети програмного забезпечення для керування конфігураціями,
48000000-8 Пакети програмного забезпечення та інформаційні системи,48900000-7 Пакети програмного забезпечення різного призначення та різні комп’ютерні системи,48980000-1 Мови та засоби програмування,48983000-2 Пакети програмного забезпечення для розробок,
